x,y,z,timestamp
-0.49,0.06,0.24,1742367887.0233338
-0.43,0.06,0.24,1742367887.5283127
-0.61,0.12,0.24,1742367888.0404036
-0.43,0.12,0.24,1742367888.5525506
-0.31,0.12,0.18,1742367889.0643907
-0.49,0.12,0.24,1742367889.5763283
-0.43,0.06,0.24,1742367890.0882988
-0.43,0.12,0.24,1742367890.4992585
-0.43,0.12,0.24,1742367891.0100987
-0.49,0.12,0.24,1742367891.523343
-0.61,0.18,0.18,1742367892.0350113
-0.49,0.12,0.18,1742367892.548022
-0.49,0.06,0.24,1742367893.474533
-0.55,0.12,0.24,1742367893.7769635
-0.49,0.18,0.24,1742367894.083354
-0.61,0.06,0.24,1742367894.6040964
-0.55,0.12,0.24,1742367895.1081893
-0.49,0.06,0.24,1742367895.6205084
-0.49,0.12,0.24,1742367896.1314242
-0.55,0.06,0.24,1742367896.6422608
-0.43,0.12,0.24,1742367897.1541226
-0.55,0.18,0.24,1742367897.5636022
-0.55,0.06,0.24,1742367898.0753996
-0.55,0.18,0.24,1742367898.5882697
-0.49,0.12,0.24,1742367899.1018271
-0.49,0.12,0.24,1742367899.6195972
-0.31,0.12,0.24,1742367900.123797
-0.61,0.12,0.24,1742367900.6375666
-0.43,0.12,0.24,1742367901.149006
-0.73,0.18,0.24,1742367901.6598563
-0.49,0.18,0.18,1742367902.1763806
-0.55,0.12,0.24,1742367902.6843264
-0.55,0.12,0.24,1742367903.1989415
-0.61,0.12,0.24,1742367903.7086706
-0.43,0.06,0.24,1742367904.182694
-0.49,0.12,0.24,1742367904.6291103
-0.55,0.12,0.24,1742367905.1411977
-0.49,0.06,0.18,1742367905.65615
-0.43,0.06,0.18,1742367906.1669986
-0.55,0.12,0.24,1742367906.6771371
-0.49,0.06,0.18,1742367907.1903725
-0.49,0.12,0.24,1742367907.7032218
-0.49,0.06,0.24,1742367908.2145977
-0.43,0.12,0.18,1742367909.136391
-0.49,0.12,0.24,1742367909.4435802
-0.49,0.18,0.24,1742367911.592621
-0.43,0.12,0.24,1742367911.6956513
-0.55,0.12,0.18,1742367911.8010483
-0.49,0.12,0.24,1742367911.9025083
-0.43,0.18,0.18,1742367912.003059
-0.61,0.12,0.24,1742367912.2070825
-0.55,0.06,0.18,1742367912.7192438
-0.55,0.12,0.24,1742367913.2308846
-0.55,0.12,0.24,1742367914.258662
-0.49,0.12,0.24,1742367914.3600235
-0.55,0.06,0.24,1742367914.7666934
-0.55,0.12,0.18,1742367915.2831075
-0.49,0.06,0.18,1742367915.791677
-0.49,0.06,0.18,1742367916.30525
-0.55,0.12,0.24,1742367916.8161547
-0.61,0.0,0.24,1742367917.3413312
-0.67,0.12,0.24,1742367917.8392386
-0.49,0.24,0.24,1742367918.3527348
-0.55,0.18,0.24,1742367918.867008
-0.55,0.12,0.24,1742367919.2736988
-0.55,0.18,0.31,1742367919.7847822
-0.55,0.12,0.24,1742367920.296823
-0.49,0.12,0.18,1742367920.8104086
-0.18,-0.06,0.24,1742367921.3210106
-0.55,0.12,0.18,1742367921.8370564
-0.37,0.06,0.18,1742367922.3488507
-0.49,0.12,0.24,1742367922.8577397
-0.37,0.12,0.24,1742367923.3682034
-0.43,0.06,0.24,1742367923.880638
-0.43,0.12,0.24,1742367924.8138824
-0.49,0.12,0.24,1742367925.1092458
-0.43,0.12,0.18,1742367925.4173934
-0.49,0.18,0.18,1742367925.9311817
-0.43,0.12,0.24,1742367926.3383265
-0.49,0.12,0.24,1742367928.7957006
-0.49,0.12,0.24,1742367929.102716
-0.43,0.12,0.24,1742367929.2063324
-0.43,0.12,0.24,1742367929.3131354
-0.49,0.12,0.24,1742367929.4160168
-0.37,0.06,0.24,1742367929.5144951
-0.43,0.12,0.18,1742367929.9218183
-0.37,0.06,0.18,1742367930.4346783
-0.49,0.12,0.18,1742367930.9473944
-0.61,0.06,0.24,1742367931.4611573
-0.49,0.06,0.18,1742367931.9716742
-0.49,0.06,0.24,1742367932.4875028
-0.61,0.06,0.24,1742367932.9959946
-0.43,0.12,0.24,1742367933.5069094
-0.43,0.18,0.18,1742367934.019327
-0.49,0.12,0.24,1742367934.4287035
-0.24,0.06,0.24,1742367934.940949
-0.49,0.18,0.24,1742367935.4599783
-0.49,0.12,0.18,1742367935.9648943
-0.49,0.06,0.18,1742367936.4776988
-0.43,0.37,0.18,1742367936.9895115
-0.61,0.06,0.24,1742367937.5009367
-0.61,0.06,0.24,1742367938.012173
-0.55,0.12,0.31,1742367938.5275326
-0.55,0.06,0.24,1742367939.0361142
-0.49,0.12,0.18,1742367939.5566773
-0.55,0.06,0.24,1742367940.4709184
-0.55,0.06,0.24,1742367940.776275
-0.49,0.12,0.24,1742367941.0834177
-0.49,0.12,0.24,1742367941.5002222
-0.55,0.12,0.24,1742367942.0081153
-0.49,0.12,0.18,1742367942.5193822
-0.43,0.18,0.24,1742367943.0289128
-0.55,0.12,0.24,1742367943.541455
-0.55,0.12,0.24,1742367944.054623
-0.49,0.06,0.18,1742367944.567771
-0.55,0.12,0.24,1742367945.078777
-0.55,0.06,0.18,1742367945.5894773
-0.49,0.06,0.18,1742367947.8419409
-0.55,0.12,0.24,1742367947.8775978
-0.55,0.12,0.18,1742367947.9784644
-0.43,0.12,0.24,1742367948.150275
-0.49,0.12,0.24,1742367948.2533157
-0.67,0.49,0.24,1742367948.5636265
-0.61,0.06,0.24,1742367949.0725875
-0.61,0.12,0.24,1742367949.5833979
-0.55,0.06,0.18,1742367950.096257
-0.67,0.24,0.24,1742367950.608182
-0.55,0.12,0.24,1742367951.1195495
-0.55,0.06,0.24,1742367951.63306
-0.55,0.12,0.24,1742367952.144945
-0.55,0.06,0.18,1742367952.6572852
-0.49,0.12,0.24,1742367953.1692522
-0.55,0.12,0.24,1742367953.6793075
-0.49,0.12,0.24,1742367954.1914666
-0.55,0.12,0.18,1742367954.6954067
-0.49,0.12,0.24,1742367955.215696
-0.43,0.12,0.24,1742367956.136302
-0.49,0.06,0.24,1742367956.4447563
-0.67,0.06,0.24,1742367956.7578518
-0.49,0.06,0.24,1742367957.1607652
-0.55,0.12,0.24,1742367957.672555
-0.49,0.06,0.24,1742367958.1858535
-0.49,0.06,0.24,1742367958.6978498
-0.49,0.12,0.18,1742367959.2098172
-0.31,0.06,0.24,1742367959.7201662
-0.55,0.12,0.24,1742367960.2332816
-0.55,0.12,0.24,1742367960.746734
-0.49,0.06,0.24,1742367961.2570467
-0.61,0.06,0.24,1742367961.7695048
-0.49,0.06,0.24,1742367962.288552
-0.49,0.18,0.18,1742367962.7928214
-0.55,0.06,0.18,1742367963.2061155
-0.43,0.06,0.24,1742367963.7149467
-0.43,0.06,0.24,1742367964.2268507
-0.49,0.12,0.24,1742367964.7386496
-0.55,0.06,0.24,1742367965.250846
-0.49,0.12,0.18,1742367965.7640722
-0.49,0.12,0.24,1742367966.2741826
-0.43,0.06,0.18,1742367966.7862878
-0.24,-0.06,0.18,1742367967.3096945
-0.49,0.12,0.24,1742367967.810663
-0.43,0.12,0.24,1742367968.3219285
-0.49,0.06,0.24,1742367968.8363008
0.24,0.06,0.18,1742367969.3479278
-0.49,0.12,0.18,1742367969.858439
-0.79,0.0,0.18,1742367970.2685544
-0.55,0.12,0.18,1742367970.7797158
-0.55,0.18,0.24,1742367971.804258
-0.61,0.06,0.18,1742367972.116378
-0.49,0.12,0.24,1742367972.4204562
-0.61,0.0,0.18,1742367972.8305626
-0.55,0.12,0.24,1742367973.340031
-0.43,-0.06,0.18,1742367973.8519192
-0.37,0.55,0.24,1742367974.3660572
-1.04,0.24,0.18,1742367974.8771122
-0.79,0.12,0.18,1742367975.388154
0.67,-0.55,0.18,1742367975.895366
-0.55,0.12,0.24,1742367976.4122853
-0.61,-0.24,0.18,1742367976.9237342
-0.49,0.12,0.24,1742367977.4365618
-0.67,0.0,0.31,1742367977.9492533
-0.85,0.37,0.24,1742367978.3589678
-0.43,0.12,0.24,1742367978.8708475
-0.55,0.12,0.24,1742367979.3855722
-0.43,0.12,0.24,1742367979.8958848
-0.49,0.12,0.24,1742367980.4074183
-0.49,0.12,0.18,1742367980.920144
-0.43,0.06,0.24,1742367981.4316506
-0.43,0.24,0.12,1742367981.9416542
-0.49,0.06,0.43,1742367982.454675
-0.55,0.43,-0.06,1742367984.7080474
-0.49,0.18,0.18,1742367985.1177511
-0.55,0.12,0.12,1742367985.2203414
-0.43,0.43,0.37,1742367985.323374
-0.31,0.24,0.43,1742367985.433014
-0.43,0.18,0.24,1742367985.5282362
-0.43,0.06,0.31,1742367985.9352899
-0.55,0.49,0.24,1742367986.4484656
-0.43,0.43,0.18,1742367987.4712381
-0.31,0.43,0.18,1742367987.5777438
-1.46,-0.43,0.61,1742367987.9837546
-0.73,0.73,0.31,1742367988.5076456
-0.31,0.0,0.18,1742367989.0074766
-0.55,0.18,0.31,1742367989.520454
-0.55,0.0,0.18,1742367990.034406
-0.49,0.12,0.18,1742367990.543792
-0.49,0.18,0.24,1742367991.0554101
-0.31,0.12,0.18,1742367991.5674505
-0.49,0.12,0.18,1742367992.079134
-0.43,0.12,0.24,1742367992.490407
-0.55,0.06,0.24,1742367993.0019717
-0.73,0.24,0.18,1742367993.5156865
-0.55,-0.06,0.18,1742367994.0273013
-0.49,0.12,0.24,1742367994.5395055
-0.43,0.0,0.24,1742367995.0490232
-0.61,0.12,0.24,1742367995.5632396
-0.49,0.12,0.18,1742367996.1779132
-0.18,0.18,0.24,1742367996.7021778
-0.49,0.12,0.24,1742367997.097378
-0.49,0.06,0.18,1742367997.6128078
-0.43,0.12,0.24,1742367998.1227036
-0.43,0.12,0.24,1742367998.6325235
-0.55,0.18,0.18,1742367999.1452532
-0.49,0.06,0.24,1742367999.5556462
-0.49,0.12,0.18,1742368000.06649
-0.31,0.0,0.31,1742368000.579185
-0.55,0.12,0.18,1742368001.0907612
-0.49,0.18,0.18,1742368001.6018636
-0.49,0.06,0.18,1742368002.114828
-0.61,0.12,0.24,1742368002.6266396
-0.43,0.18,0.24,1742368003.1409707
-0.49,0.12,0.24,1742368003.653908
-0.49,0.12,0.24,1742368004.1640632
-0.49,0.06,0.24,1742368004.675382
-0.55,-0.06,0.24,1742368005.1878352
-0.55,0.06,0.24,1742368005.698727
-0.18,0.0,0.18,1742368006.2129285
-0.55,0.12,0.24,1742368006.7255256
-0.37,0.12,0.24,1742368007.1366332
-0.49,0.12,0.24,1742368007.6458082
-0.73,-0.06,0.24,1742368008.1563182
-0.43,0.12,0.24,1742368008.77261
-0.43,0.06,0.24,1742368009.283111
-0.49,0.06,0.18,1742368009.6914427
-0.49,0.12,0.18,1742368010.9225261
-0.49,0.06,0.18,1742368011.025208
-0.49,0.18,0.24,1742368011.228562
-0.49,0.31,0.24,1742368011.7405682
-0.49,0.0,0.24,1742368012.2537847
-0.55,0.12,0.24,1742368012.7664404
-0.49,0.06,0.24,1742368013.2773418
-0.43,0.12,0.18,1742368013.7877898
-0.55,0.12,0.18,1742368014.1973767
-0.49,0.06,0.24,1742368014.7117348
-0.61,0.12,0.18,1742368015.224697
-0.49,0.12,0.24,1742368015.74203
-0.49,0.06,0.24,1742368016.2583477
-0.61,0.12,0.18,1742368016.7685423
-0.55,0.12,0.24,1742368017.2215111
-0.49,0.06,0.24,1742368017.7368333
-0.55,0.12,0.24,1742368018.2927155
-0.49,0.12,0.18,1742368019.1193938
-0.55,0.12,0.24,1742368019.7291603
-0.55,0.12,0.24,1742368020.0364
-0.49,0.12,0.24,1742368020.3425844
-0.55,0.06,0.24,1742368020.8553772
-0.55,0.12,0.18,1742368021.3673873
-0.37,0.12,0.18,1742368021.8819132
-0.55,0.18,0.24,1742368022.2872646
-0.49,0.06,0.24,1742368022.8005226
-0.49,0.12,0.24,1742368023.3111126
-0.49,0.06,0.18,1742368023.823019
-0.49,0.06,0.24,1742368024.3359065
-0.55,0.06,0.12,1742368024.8493395
-0.43,0.12,0.31,1742368025.3592136
0.37,-0.18,0.18,1742368028.3301797
-0.43,0.12,0.06,1742368028.636246
-0.43,0.12,0.31,1742368028.6729083
-0.49,0.12,0.12,1742368028.7404485
-0.49,0.12,0.24,1742368028.778953
-0.49,-0.06,0.18,1742368028.844039
-0.49,0.18,0.18,1742368028.9435241
0.61,1.04,0.18,1742368029.3551385
-0.49,0.18,0.18,1742368029.8645825
-0.37,0.49,0.24,1742368030.3786979
-0.49,0.43,0.37,1742368030.8913577
-0.79,-0.06,0.06,1742368031.4029882
-0.55,0.0,0.37,1742368031.914058
-0.73,0.0,0.18,1742368032.4246292
0.73,0.12,0.24,1742368032.9385993
-0.98,0.31,0.31,1742368033.449391
-0.49,0.18,0.24,1742368033.9610426
-0.49,0.12,0.24,1742368034.4890218
-0.49,0.31,0.24,1742368034.9895418
-0.43,0.06,0.31,1742368035.4840894
-0.12,0.12,0.24,1742368035.9606082
0.18,0.18,0.18,1742368036.4741657
-0.55,0.12,0.18,1742368036.8811307
-0.49,0.12,0.24,1742368037.39611
-0.49,0.06,0.24,1742368037.9063308
-0.55,0.12,0.18,1742368038.4191093
-0.49,0.06,0.18,1742368038.9310312
-0.61,0.06,0.24,1742368039.4421487
-0.43,0.31,0.18,1742368039.954282
-0.43,0.18,0.12,1742368040.507635
-0.55,0.37,0.24,1742368040.9774566
-0.73,-0.43,-0.12,1742368041.4893055
-0.61,0.0,0.24,1742368042.0037296
-0.55,0.06,0.18,1742368042.5191727
-0.37,0.12,0.24,1742368043.0266457
-0.55,0.12,0.18,1742368043.5380511
-0.67,0.12,0.06,1742368044.054337
-0.55,0.12,0.18,1742368044.4596164
-0.37,0.24,0.43,1742368044.9725544
-0.49,0.12,0.31,1742368045.4834993
-0.49,0.12,0.24,1742368045.9961014
-0.55,0.06,0.24,1742368046.508051
-0.55,0.18,0.24,1742368047.02053
-0.49,0.12,0.18,1742368047.5333776
-0.55,0.06,0.24,1742368048.045024
-0.55,0.06,0.18,1742368050.2953134
-0.61,0.06,0.24,1742368050.7055283
-0.55,0.12,0.31,1742368050.7440724
-0.49,0.12,0.24,1742368050.778699
-0.61,0.12,0.24,1742368050.8471076
-0.49,0.12,0.24,1742368051.5633364
-0.55,0.18,0.24,1742368051.6287715
-0.55,0.0,0.18,1742368052.0385027
-0.55,0.12,0.24,1742368052.5508614
-0.61,0.31,0.24,1742368053.060681
-0.49,0.12,0.24,1742368053.5740182
-0.55,0.18,0.24,1742368054.0874982
-0.55,0.06,0.24,1742368054.5983953
-0.49,0.18,0.24,1742368055.1134784
-0.49,0.18,0.24,1742368055.6247084
-0.55,-0.12,0.18,1742368056.1330075
-0.55,0.06,0.24,1742368056.6935198
-0.43,0.18,0.24,1742368057.205601
-0.43,0.06,0.24,1742368059.2624843
-0.37,0.12,0.18,1742368059.66307
-0.49,0.31,0.24,1742368059.7008927
-0.73,-0.12,0.24,1742368059.7668264
-0.37,0.18,0.24,1742368059.9721997
-1.46,-0.06,0.12,1742368060.279078
-0.61,0.06,0.18,1742368060.6874485
-0.49,0.06,0.31,1742368061.1994793
-0.67,0.12,0.06,1742368061.7113292
-0.98,-0.37,0.31,1742368062.223343
-0.73,0.43,0.24,1742368062.7365925
-0.61,0.0,0.18,1742368063.2493467
-0.43,0.0,0.24,1742368063.7594976
-0.49,0.06,0.18,1742368064.271537
-0.85,-0.31,0.12,1742368064.7840686
-0.92,-0.31,0.24,1742368065.295516
-0.37,0.92,0.43,1742368065.8090289
0.12,0.79,0.37,1742368066.7299893
-0.37,-0.12,0.24,1742368067.0374753
-0.43,0.67,0.31,1742368067.3434286
-1.04,-0.37,0.24,1742368067.7530706
-0.49,0.12,0.24,1742368068.2659655
-0.43,0.12,0.31,1742368068.7771218
-0.85,-0.06,0.06,1742368069.2897863
-0.49,0.12,0.24,1742368069.8006318
-1.46,-0.43,0.12,1742368070.3132107
-0.43,0.92,0.18,1742368070.8251455
-0.61,-0.24,0.18,1742368071.336858
-0.61,0.31,0.31,1742368071.8497715
-0.98,-1.22,0.31,1742368072.3627338
-0.18,0.61,0.24,1742368072.8754985
-0.79,0.24,0.12,1742368073.2838852
-0.55,-0.37,0.06,1742368073.795298
-0.49,-0.31,0.37,1742368074.3077087
-0.79,0.37,0.24,1742368074.817968
-0.92,-0.61,0.0,1742368075.330618
-0.85,-0.67,0.0,1742368075.843096
0.0,1.1,0.43,1742368076.356677
-0.18,0.79,0.0,1742368076.869135
-0.55,0.0,0.18,1742368077.3798163
-0.55,0.18,0.31,1742368077.8901348
-0.49,0.24,0.18,1742368078.4026933
-0.24,0.12,0.43,1742368078.9164848
-0.55,0.0,0.24,1742368079.428178
-0.49,0.06,0.31,1742368079.9402359
-0.55,0.12,0.12,1742368080.3485537
-0.43,0.12,0.18,1742368080.8628936
-0.49,0.12,0.24,1742368081.3715768
-0.49,0.06,0.24,1742368082.4062912
-0.43,0.18,0.18,1742368082.4457972
-0.49,0.06,0.18,1742368082.9109554
-0.43,0.06,0.18,1742368083.4208405
-0.49,0.12,0.18,1742368083.9323137
-0.49,0.12,0.24,1742368084.4437091
-0.49,0.0,0.18,1742368084.9571223
-0.49,0.12,0.24,1742368085.4679434
-0.67,0.06,0.24,1742368085.9814942
-0.49,0.06,0.24,1742368086.493571
-0.49,0.12,0.24,1742368087.0067213
-0.49,0.18,0.24,1742368087.416291
-0.49,0.0,0.18,1742368087.9273896
-0.49,0.06,0.24,1742368088.4394267
-0.49,0.12,0.24,1742368088.9565017
-0.49,0.06,0.18,1742368089.4631484
-0.55,0.12,0.24,1742368089.973788
-0.49,0.06,0.24,1742368090.4876027
-0.49,0.06,0.18,1742368090.9978218
-0.49,0.06,0.24,1742368091.510127
-0.49,0.06,0.24,1742368092.0240116
-0.43,0.06,0.24,1742368092.533893
-0.55,0.12,0.24,1742368093.046449
-0.55,0.06,0.24,1742368093.6616225
-0.55,0.12,0.18,1742368094.0701113
-0.49,0.12,0.24,1742368094.581836
-0.55,-0.31,0.18,1742368094.992763
-0.49,0.06,0.18,1742368095.5045588
-0.55,0.12,0.24,1742368096.017447
-0.49,0.12,0.18,1742368096.5290625
-0.49,0.12,0.24,1742368097.0392883
-0.43,0.12,0.18,1742368099.2924864
-0.43,0.12,0.18,1742368099.602298
-0.49,0.12,0.18,1742368099.6450126
-0.49,0.12,0.18,1742368099.703618
-0.43,0.0,0.24,1742368099.747889
-0.55,0.06,0.24,1742368100.113209
-0.49,0.12,0.18,1742368100.6253605
-0.49,0.12,0.24,1742368101.1368291
-0.49,0.18,0.24,1742368101.6472738
-0.43,0.18,0.24,1742368102.0578537
-0.49,0.12,0.24,1742368102.5569758
-0.43,0.12,0.24,1742368103.0675883
-0.24,0.06,0.18,1742368103.5936174
-0.49,0.06,0.24,1742368104.1063502
-0.31,-0.12,0.18,1742368104.6165524
-0.49,0.06,0.18,1742368105.129714
-0.49,0.06,0.24,1742368105.6407561
-0.43,0.12,0.24,1742368106.2231257
-0.49,0.12,0.24,1742368106.6662812
-0.49,0.12,0.24,1742368107.1784735
-0.49,0.12,0.18,1742368107.689592
-0.49,0.12,0.24,1742368108.2247603
-0.49,0.06,0.18,1742368108.7137861
-0.49,0.0,0.24,1742368109.244601
-0.61,0.06,0.18,1742368109.7373967
-0.43,0.06,0.24,1742368110.1479638
-0.37,0.12,0.24,1742368110.7633932
-0.49,0.12,0.24,1742368111.311606
-0.43,0.06,0.18,1742368111.785241
-0.43,0.06,0.18,1742368112.1864417
-0.61,0.06,0.12,1742368112.6982906
-0.49,0.12,0.37,1742368113.3167143
-0.31,0.31,0.18,1742368113.7437494
-0.85,0.12,0.24,1742368114.3942175
-0.79,0.0,0.24,1742368114.7552621
-0.31,-0.24,0.31,1742368115.2682626
-0.92,0.31,0.24,1742368115.7819476
-0.49,0.24,0.12,1742368116.2934449
-1.04,-0.18,0.06,1742368116.8034484
-1.1,-0.31,0.37,1742368117.2141476
-0.31,0.18,0.37,1742368117.716625
-0.49,0.43,0.18,1742368118.2291687
-0.55,0.12,0.24,1742368118.7041414
-0.55,0.18,0.24,1742368119.214647
-0.43,0.31,0.24,1742368119.7263684
-0.67,0.18,0.18,1742368120.277491
-0.55,0.18,0.18,1742368120.7899528
-0.85,0.18,0.31,1742368121.3018904
-0.24,0.43,0.18,1742368121.8136256
-0.85,-0.12,0.12,1742368122.285589
-0.37,-0.06,0.49,1742368122.7995572
-0.49,0.12,0.18,1742368123.3119674
-0.49,0.18,0.31,1742368123.8217533
-0.49,0.12,0.24,1742368124.3340561
-0.55,0.06,0.24,1742368124.743775
-0.49,0.06,0.24,1742368125.2570746
-0.43,0.12,0.24,1742368125.7680874
-0.43,0.12,0.18,1742368126.2818534
-0.49,0.06,0.18,1742368126.7933815
-0.49,0.06,0.18,1742368127.3483748
-0.49,0.06,0.24,1742368127.8538535
-0.49,0.12,0.18,1742368128.3271217
-0.55,0.06,0.18,1742368128.8404334
-0.37,0.18,0.24,1742368129.3536947
0.61,0.43,0.31,1742368129.9019396
-0.55,0.06,0.24,1742368130.4156873
-0.43,0.12,0.24,1742368130.926891
-0.49,0.12,0.18,1742368131.4376988
-0.49,0.18,0.18,1742368131.912646
-0.43,0.06,0.18,1742368132.733544
-0.49,0.06,0.18,1742368133.0381045
-0.55,0.06,0.18,1742368133.3828902
-0.43,0.12,0.18,1742368133.8581886
-0.49,0.06,0.18,1742368134.3702326
-0.55,0.12,0.24,1742368134.8827152
-0.49,0.12,0.18,1742368135.3938773
-0.43,0.06,0.24,1742368135.9066455
-0.55,0.06,0.24,1742368136.4540024
-0.37,-0.12,0.24,1742368136.9672763
-0.61,0.06,0.24,1742368137.4788334
-0.55,0.24,0.24,1742368137.9540591
-0.43,0.18,0.24,1742368138.4670591
-0.43,0.12,0.18,1742368139.0145915
-0.55,0.12,0.18,1742368139.489562
-0.43,0.31,0.24,1742368139.947544
-0.55,0.12,0.18,1742368140.4108694
-0.55,0.12,0.24,1742368140.9610732
-0.55,0.06,0.24,1742368141.4727843
-0.43,0.06,0.24,1742368141.9928877
-0.55,0.12,0.12,1742368142.5062408
-0.43,0.12,0.18,1742368143.0183864
-0.43,0.12,0.31,1742368143.529208
-0.55,0.12,0.24,1742368144.0416076
-0.49,0.12,0.18,1742368144.5528023
-0.55,0.12,0.24,1742368145.0666175
-0.61,0.06,0.18,1742368145.5780268
-0.43,0.06,0.24,1742368146.0913544
-0.55,0.06,0.24,1742368148.1381156
-0.43,0.12,0.24,1742368148.1736746
-0.49,0.12,0.24,1742368148.2416644
-0.55,0.06,0.18,1742368148.278034
-0.67,0.12,0.06,1742368148.5487454
-0.49,0.12,0.24,1742368149.0595973
-0.49,0.12,0.18,1742368149.5710237
-0.49,0.06,0.24,1742368150.03736
-0.98,-0.18,0.24,1742368150.549964
0.0,0.31,0.24,1742368151.0600839
-0.37,0.24,0.18,1742368151.5722108
-0.49,0.06,0.24,1742368152.0829391
-0.49,0.12,0.18,1742368152.5951154
-0.49,0.06,0.24,1742368153.1118128
-0.49,0.18,0.24,1742368153.6227303
-0.43,0.12,0.24,1742368154.1333578
-0.49,0.12,0.18,1742368154.5429995
-0.49,0.06,0.18,1742368155.053867
-0.49,0.06,0.24,1742368155.5645485
-0.49,0.18,0.18,1742368156.0772235
-0.55,0.06,0.18,1742368156.5919938
-0.43,0.12,0.24,1742368157.1018481
-0.49,0.06,0.24,1742368157.613149
-0.55,0.06,0.18,1742368158.126928
-0.49,0.12,0.0,1742368158.6391017
-0.43,0.24,0.31,1742368159.1497185
-0.37,0.24,0.24,1742368159.6626313
0.37,0.98,-0.06,1742368160.172777
-2.08,-2.26,-0.31,1742368160.687377
-0.49,-0.06,0.24,1742368161.2342045
-0.24,0.37,0.31,1742368163.2476645
-0.61,0.24,0.37,1742368163.450709
-0.18,0.31,0.12,1742368163.4884906
-0.43,0.12,0.24,1742368163.5261405
-0.49,0.06,0.24,1742368163.7590127
-0.49,0.06,0.24,1742368164.1699078
-0.55,0.06,0.18,1742368164.6784132
-0.49,0.06,0.24,1742368165.1924267
-0.55,0.06,0.24,1742368166.149222
-0.49,0.18,0.24,1742368166.2139115
-0.55,0.06,0.12,1742368166.729012
-0.98,-0.49,0.12,1742368167.2385273
-1.4,-0.73,0.24,1742368167.7872558
-0.49,-0.79,0.0,1742368168.2633007
-0.73,0.31,0.37,1742368168.7766762
-0.12,1.16,0.31,1742368169.187138
-0.61,-0.92,0.06,1742368169.6979678
-0.49,0.73,0.24,1742368170.2098427
-0.55,0.18,0.24,1742368170.720284
0.12,1.46,0.49,1742368171.2330806
-0.67,-0.12,0.18,1742368171.7464132
-0.37,0.43,0.24,1742368172.2958586
-0.98,-0.18,0.24,1742368172.804877
-0.61,0.61,0.0,1742368173.2818608
-0.43,0.49,0.24,1742368174.2384758
-0.98,-0.43,0.06,1742368174.3042917
-1.04,-0.24,0.37,1742368174.8189614
-0.98,-0.55,0.12,1742368175.3291075
-0.55,-0.06,0.18,1742368175.8777008
-0.24,0.79,0.31,1742368176.3544333
-0.31,0.43,0.37,1742368176.7643485
-0.85,0.06,0.0,1742368177.2739549
-0.37,-0.12,0.24,1742368177.786916
0.92,-0.37,0.12,1742368178.3003623
-0.67,0.06,0.43,1742368178.8101737
-0.37,-0.12,0.49,1742368179.7689366
-0.43,0.12,0.18,1742368180.038696
-0.49,0.06,0.24,1742368180.3462296
-0.43,0.12,0.24,1742368180.8575418
-0.43,0.06,0.24,1742368183.724764
-0.43,0.12,0.18,1742368184.0443156
-0.43,0.06,0.24,1742368184.1137466
-0.49,0.06,0.18,1742368184.1819065
-0.49,0.12,0.18,1742368184.2188997
-0.55,0.12,0.18,1742368184.2846496
-0.55,0.06,0.24,1742368184.38616
-0.55,0.12,0.18,1742368184.9000719
-0.67,0.12,0.18,1742368185.4113746
-0.55,0.06,0.24,1742368185.9237885
-0.55,0.12,0.12,1742368186.4349449
-0.43,0.06,0.24,1742368186.948095
-0.49,0.12,0.18,1742368187.4585037
-0.49,0.06,0.24,1742368187.9703443
-0.55,-0.24,0.31,1742368188.4835062
2.01,1.34,2.93,1742368188.9948516
-0.55,0.18,0.43,1742368189.5075464
-3.97,-0.06,-0.43,1742368190.0198028
-0.55,-0.06,0.12,1742368190.5324147
-0.43,0.12,0.37,1742368190.9413261
-0.49,0.12,0.24,1742368191.4538789
-0.43,0.12,0.18,1742368191.9637723
1.1,1.95,0.24,1742368192.4777763
-0.55,-0.18,0.37,1742368192.9902782
-0.43,0.0,0.24,1742368193.5015635
-0.31,0.49,0.18,1742368194.0136125
-0.31,0.43,0.24,1742368194.5240295
-0.24,0.18,0.24,1742368195.446006
-0.55,0.0,0.24,1742368195.7531166
-0.49,0.0,0.24,1742368196.060342
-0.37,0.37,0.24,1742368196.5733037
-0.43,0.24,0.24,1742368197.086151
-0.55,0.06,0.18,1742368197.5975065
-0.67,-0.06,0.18,1742368198.0065966
-0.49,0.06,0.18,1742368198.5177047
-0.55,0.06,0.18,1742368199.0307734
-0.43,0.06,0.18,1742368199.5417864
-0.49,0.12,0.24,1742368200.0540311
-0.49,0.06,0.18,1742368200.5656848
-0.55,0.12,0.24,1742368201.078341
-0.55,-0.06,0.24,1742368201.5915902
-0.43,0.24,0.18,1742368202.1026409
-0.49,0.18,0.18,1742368202.6134593
-0.43,0.06,0.18,1742368203.128123
-0.55,0.06,0.24,1742368203.6377418
-0.67,0.12,0.18,1742368204.1515064
-0.49,0.12,0.24,1742368204.6635072
-0.55,0.06,0.24,1742368205.0751317
-0.49,0.18,0.24,1742368205.5834546
-0.49,0.12,0.24,1742368206.0972967
-0.61,0.12,0.24,1742368206.6079566
-0.49,0.06,0.18,1742368207.121935
-0.49,0.12,0.24,1742368207.6319785
-0.55,0.12,0.24,1742368208.143804
-0.49,0.18,0.24,1742368210.19258
-0.49,0.12,0.18,1742368210.2316163
0.12,0.55,0.31,1742368210.2955327
