x,y,z,timestamp
-0.49,0.18,0.31,1742369204.6020436
-0.43,0.18,0.37,1742369204.91026
-0.49,0.31,0.24,1742369205.3315337
-0.73,0.24,0.12,1742369205.8302388
-0.55,0.55,0.31,1742369206.3423226
-0.24,0.18,0.49,1742369206.853184
-0.55,0.18,0.31,1742369207.364881
-0.37,0.18,0.37,1742369207.8772128
-0.37,0.18,0.37,1742369208.389655
-0.43,0.18,0.31,1742369208.9023566
-0.85,0.18,0.37,1742369209.4173448
-0.61,0.24,0.18,1742369209.9254103
-0.55,0.43,0.37,1742369210.4369602
-1.04,0.73,0.12,1742369210.9494042
-0.18,0.24,0.37,1742369211.3610718
-0.61,0.12,0.24,1742369211.8704906
0.12,0.06,0.49,1742369212.3822875
-0.49,0.18,0.18,1742369212.8946738
-0.43,0.24,0.43,1742369213.4092212
-0.43,0.31,0.31,1742369213.9183605
-0.67,0.24,0.18,1742369214.4319975
-0.61,0.24,0.24,1742369214.9428322
-0.24,0.24,0.37,1742369215.45749
-0.49,0.12,0.37,1742369215.9674635
-0.24,0.18,0.31,1742369216.4803386
-0.12,0.73,0.12,1742369216.992448
-0.61,0.24,0.24,1742369217.5039504
-0.49,0.18,0.43,1742369218.0148058
-0.49,0.31,0.24,1742369218.4242342
-0.37,0.0,0.43,1742369218.9368832
-0.24,-0.18,0.37,1742369219.9603302
0.06,0.18,0.43,1742369220.2724197
1.65,-0.73,0.49,1742369220.5748749
0.12,-0.31,1.1,1742369220.9851687
-0.24,0.18,0.31,1742369221.4984617
-0.49,0.24,0.31,1742369222.0171704
-1.22,-0.31,0.49,1742369222.52017
-0.24,0.49,0.31,1742369223.0336418
0.0,0.12,0.49,1742369223.5443487
-0.18,0.18,0.31,1742369224.0577137
-0.43,0.31,0.31,1742369224.5683165
-0.43,0.37,0.24,1742369225.0809047
-0.18,0.43,0.31,1742369225.592331
-0.49,0.67,0.43,1742369226.104235
-0.06,0.55,0.24,1742369226.5144012
-0.67,0.43,0.24,1742369227.0260372
-0.67,0.67,0.24,1742369227.5381527
-0.06,-0.18,0.55,1742369228.0520873
-1.59,0.85,-0.18,1742369228.565345
-0.92,-0.24,0.73,1742369229.073487
-0.18,0.37,0.18,1742369229.594943
0.31,0.12,0.55,1742369230.0981562
-0.31,0.43,0.18,1742369230.6100543
-0.67,0.24,0.18,1742369231.1227164
-0.43,0.31,0.31,1742369231.6337461
-0.31,0.24,0.43,1742369232.1457167
-0.43,0.79,0.12,1742369232.659549
-0.18,-0.06,0.49,1742369233.171949
-0.61,0.37,0.24,1742369233.5801554
-0.31,0.18,0.12,1742369234.0918067
-0.24,-0.12,0.49,1742369234.6031651
-0.31,0.24,0.31,1742369237.1651359
-0.43,0.12,0.31,1742369237.2679613
-0.67,0.31,0.31,1742369237.370351
-0.55,0.24,0.24,1742369237.471518
-0.61,0.18,0.31,1742369237.573387
-0.31,0.24,0.31,1742369237.6756992
-0.73,0.49,0.18,1742369238.1875544
-0.06,0.24,0.43,1742369238.699662
-0.24,-0.12,0.37,1742369239.2132719
-0.67,0.31,-0.12,1742369239.7242587
-0.31,0.31,0.31,1742369240.2357037
-0.73,0.55,0.24,1742369240.6452503
-0.67,0.18,0.24,1742369241.157846
-0.98,0.55,0.24,1742369241.6688404
0.18,0.06,0.67,1742369242.1819012
-0.55,0.18,0.37,1742369242.6933124
-0.49,0.18,0.37,1742369243.2065966
-0.43,0.18,0.37,1742369245.1513531
-0.67,0.18,0.18,1742369245.2547538
-0.24,0.18,0.43,1742369245.358265
-0.55,0.24,0.31,1742369245.4587727
-0.43,0.12,0.37,1742369245.7690837
0.0,0.0,0.49,1742369246.2776587
-0.43,0.24,0.31,1742369246.7899063
-0.49,0.12,0.37,1742369247.303069
-0.37,0.43,0.24,1742369247.8149607
-0.49,0.24,0.24,1742369248.2277243
-0.37,0.12,0.31,1742369248.7374673
-0.43,0.31,0.31,1742369249.2481215
-0.43,0.18,0.31,1742369249.7587981
-0.31,0.12,0.37,1742369250.271691
-0.73,0.43,0.12,1742369250.7847762
-0.92,0.24,0.43,1742369253.7546625
-0.31,0.37,0.37,1742369254.059889
-0.37,0.18,0.43,1742369254.0955932
-0.49,0.24,0.24,1742369254.196291
-0.61,0.31,0.37,1742369254.2658253
-3.36,0.98,-0.98,1742369254.3731968
-0.61,0.37,0.18,1742369254.4735348
-0.43,0.18,0.49,1742369254.8794074
-0.49,0.18,0.49,1742369255.290007
-0.73,0.18,0.24,1742369255.8018742
-0.31,0.18,0.37,1742369256.31269
-0.55,0.18,0.37,1742369256.8251112
-0.43,0.24,0.31,1742369257.335736
-0.31,0.24,0.43,1742369257.8491304
-0.24,0.18,0.37,1742369258.3615978
-0.43,0.18,0.37,1742369258.8728743
-0.61,1.46,-0.12,1742369259.3856063
-0.31,0.12,0.43,1742369259.8982008
-1.1,0.12,0.12,1742369260.407882
-0.73,-0.18,0.37,1742369260.9222682
0.06,0.0,0.49,1742369261.4350762
-0.12,0.92,0.12,1742369261.944694
-0.43,0.37,0.49,1742369262.3555968
-0.73,0.31,0.18,1742369262.8661366
-0.49,0.18,0.37,1742369263.379124
-0.61,0.31,0.24,1742369263.8900995
-0.55,0.18,0.31,1742369264.4025335
-0.61,0.12,0.24,1742369264.9144044
-3.17,-2.32,0.61,1742369265.4276302
0.31,0.12,0.37,1742369265.9391947
-0.55,-1.53,0.61,1742369266.449728
-0.31,-0.67,0.67,1742369266.9631262
-0.18,0.49,-0.06,1742369267.4749737
-0.55,0.06,0.37,1742369267.9861202
0.67,-0.37,0.79,1742369268.5018716
-0.49,-0.12,0.24,1742369269.009763
-0.61,1.1,-0.06,1742369269.5285463
0.06,0.49,0.0,1742369270.0359423
-0.79,0.73,0.0,1742369270.4433048
-0.55,0.37,0.12,1742369270.9569974
-0.43,-0.98,0.98,1742369271.469125
-1.71,0.18,0.06,1742369271.980991
-3.42,0.37,0.06,1742369272.491879
-1.28,1.65,-0.61,1742369273.0034711
-0.92,0.43,0.18,1742369273.5161002
-0.49,0.12,0.43,1742369274.0293343
-0.31,0.55,0.18,1742369274.539445
-0.67,0.18,0.12,1742369275.0523489
-0.43,-0.43,0.55,1742369275.5639453
-0.98,-0.31,0.61,1742369276.0758088
-0.49,0.18,0.24,1742369276.5885015
-0.31,0.37,0.37,1742369277.099751
-0.18,2.56,-0.43,1742369277.5113883
-0.55,-0.24,0.24,1742369278.0225146
-0.67,0.24,0.24,1742369278.5331576
-0.37,0.0,0.18,1742369279.0454667
-2.14,1.22,-0.24,1742369279.557827
-0.12,-0.98,0.73,1742369280.0697684
-0.43,-0.37,0.55,1742369280.5812316
-0.12,0.24,0.24,1742369281.0930955
-0.49,0.12,0.49,1742369281.6067429
-0.67,0.18,0.24,1742369282.1176667
-0.55,0.18,0.31,1742369282.63016
-0.31,0.24,0.37,1742369283.1413212
-0.43,0.31,0.37,1742369283.6541922
-0.49,0.24,0.31,1742369284.164951
-0.31,0.24,0.31,1742369284.5776966
-0.37,0.12,0.37,1742369285.088607
-0.55,0.24,0.31,1742369286.0083742
-0.37,0.18,0.37,1742369286.3161957
0.79,1.4,0.73,1742369286.6232326
-0.18,0.12,0.55,1742369287.135555
-0.55,-0.06,0.43,1742369287.6341796
-0.67,0.31,0.06,1742369288.161118
0.0,-0.43,0.61,1742369288.671021
-0.06,-0.31,0.61,1742369289.1841805
-0.37,-0.73,0.73,1742369289.6968114
1.04,-0.61,0.37,1742369290.2089167
-0.37,0.18,0.18,1742369290.7196124
-0.79,0.61,0.43,1742369291.232174
-0.12,0.49,0.37,1742369291.6426651
-0.49,-0.37,0.61,1742369292.152543
-0.92,0.24,0.31,1742369292.6648674
-0.55,0.37,0.18,1742369293.17788
-0.18,0.24,0.43,1742369293.6889827
-0.61,0.06,0.43,1742369294.180666
-0.43,0.31,0.06,1742369294.7141159
-0.61,0.37,0.31,1742369295.2265549
-0.31,0.31,0.31,1742369295.7412956
-0.43,0.31,0.31,1742369296.249872
-0.24,0.12,0.43,1742369296.7612174
-0.37,0.24,0.31,1742369297.2748559
-0.43,0.18,0.31,1742369297.7858157
-0.31,0.24,0.24,1742369298.2969077
-0.49,0.24,0.24,1742369298.8085837
-0.37,0.18,0.37,1742369299.2204494
-0.31,0.24,0.37,1742369299.732216
-0.55,0.24,0.31,1742369300.2424479
-0.55,0.24,0.37,1742369300.7537463
-0.37,0.24,0.37,1742369301.676191
-0.43,0.18,0.31,1742369301.983046
-0.37,0.24,0.37,1742369302.2909288
-0.12,0.18,0.43,1742369302.802423
-0.49,0.79,0.18,1742369303.3141665
-0.43,0.24,0.24,1742369303.8261845
-0.12,-0.12,0.55,1742369304.3384855
-1.04,1.4,-0.37,1742369304.8542752
-0.31,0.37,0.37,1742369305.3634255
-0.24,0.18,0.43,1742369305.884047
-1.89,0.37,-0.18,1742369306.2833378
-0.73,0.31,0.12,1742369306.795257
-0.43,0.37,0.31,1742369308.0249557
-0.49,0.06,0.37,1742369308.0619133
-0.43,0.31,0.31,1742369308.3315246
-0.55,0.24,0.18,1742369308.844079
-0.55,0.24,0.31,1742369309.3573508
-0.31,0.18,0.37,1742369309.8695538
-0.67,0.18,0.18,1742369310.3806138
-0.55,0.12,0.31,1742369310.8919742
-0.37,0.18,0.24,1742369311.4038327
-0.85,0.55,0.12,1742369311.9193227
-0.49,0.12,0.24,1742369312.4287455
-0.55,0.43,0.24,1742369312.9398718
-0.49,0.31,0.31,1742369313.4513795
-1.22,0.37,0.12,1742369313.963451
-0.24,0.12,0.37,1742369314.3759017
-0.12,0.18,0.43,1742369314.8873947
-0.61,0.24,0.31,1742369315.397714
-0.37,0.18,0.43,1742369316.6267881
-0.24,0.12,0.37,1742369316.7301667
-0.67,0.18,0.37,1742369317.3428836
-1.22,0.24,0.18,1742369317.6509347
-0.18,0.43,0.37,1742369317.9576738
-0.24,0.37,0.37,1742369318.4716191
-0.61,0.18,0.31,1742369318.982845
-0.24,0.31,0.37,1742369319.4957662
-0.31,0.12,0.31,1742369320.006173
-0.61,0.24,0.24,1742369320.520244
-0.24,0.12,0.37,1742369321.0296
-0.61,0.12,0.31,1742369321.4405897
-0.67,0.12,0.43,1742369321.95108
-0.49,0.12,0.37,1742369322.5654292
-0.98,0.31,0.18,1742369322.9750094
-0.24,0.24,0.49,1742369323.4731624
-0.55,0.24,0.31,1742369324.0027773
-0.49,0.12,0.31,1742369324.5119705
-0.61,0.12,0.18,1742369325.013463
-0.55,0.12,0.18,1742369325.640333
-0.55,0.24,0.31,1742369326.0481527
-0.55,0.18,0.31,1742369326.6628487
-0.55,0.18,0.12,1742369327.277675
-0.61,0.24,0.31,1742369327.8930962
-0.55,-0.06,0.43,1742369328.40239
-0.18,0.06,0.37,1742369328.6902232
-0.67,0.37,0.31,1742369329.0169675
0.0,0.31,0.24,1742369329.5302432
-0.73,0.49,0.06,1742369330.0404413
-0.55,0.37,0.18,1742369330.5531569
-0.43,0.24,0.37,1742369331.0649843
-0.79,0.12,0.31,1742369331.577888
-0.24,0.0,0.24,1742369332.0988803
0.0,0.18,0.43,1742369333.0147555
1.1,-2.14,1.53,1742369333.4214418
3.05,0.67,0.85,1742369334.0361514
-0.49,0.49,0.18,1742369334.5463486
-0.24,0.18,0.37,1742369334.854876
-0.73,0.31,0.24,1742369335.1612823
-0.37,0.12,0.37,1742369335.6736803
-1.4,0.55,0.0,1742369336.0586271
-0.31,0.12,0.37,1742369336.5967374
-0.24,-0.06,0.49,1742369337.1073952
-0.24,0.24,0.37,1742369337.7231798
-0.43,0.18,0.31,1742369338.2336407
-0.43,0.12,0.37,1742369338.6438272
-0.31,0.24,0.37,1742369339.1541123
-0.43,0.18,0.24,1742369339.6682987
-0.49,0.18,0.31,1742369340.1789873
-0.31,0.24,0.37,1742369340.690424
-0.43,0.18,0.31,1742369341.2037687
-0.43,0.06,0.37,1742369341.7147245
-0.37,0.18,0.37,1742369342.2264216
-0.43,0.31,0.24,1742369342.738537
-0.49,0.24,0.24,1742369343.1490178
-0.37,0.24,0.37,1742369343.6598928
-0.43,0.31,0.31,1742369344.1765907
-0.49,0.18,0.31,1742369344.6838129
-0.18,0.37,0.31,1742369345.197406
0.06,-4.7,3.3,1742369345.7096102
-20.87,-38.7,7.57,1742369346.2198865
-17.03,-25.02,-27.77,1742369346.732028
3.78,0.0,0.85,1742369347.245474
-1.16,0.67,0.79,1742369347.7556102
2.01,0.0,0.73,1742369348.6782625
-17.7,-21.79,5.0,1742369348.9882772
0.12,-0.55,0.49,1742369349.2925158
-0.37,0.06,0.31,1742369349.8074396
-0.24,0.18,0.37,1742369350.2156045
-0.31,0.12,0.31,1742369350.7269084
-0.49,0.18,0.31,1742369351.2388375
-0.49,0.06,0.31,1742369351.7503242
-0.55,0.31,0.24,1742369352.2634885
-0.61,0.24,0.31,1742369352.773936
-0.79,0.49,0.31,1742369353.2871761
-0.61,0.31,0.31,1742369353.7975373
-0.43,0.18,0.31,1742369354.3092368
0.0,0.18,0.43,1742369354.82257
-0.61,0.49,0.31,1742369355.3347468
-0.92,0.43,0.37,1742369355.8455958
0.06,0.61,0.55,1742369356.357644
-0.49,0.24,0.31,1742369356.8707347
-0.55,0.37,0.31,1742369357.3877308
-0.55,0.18,0.24,1742369357.895067
-0.37,0.31,0.37,1742369358.3031561
-0.67,0.31,0.24,1742369358.8150935
-0.79,0.43,0.24,1742369361.2743387
-0.18,0.12,0.31,1742369361.5823019
-0.31,0.24,0.37,1742369361.622836
-0.24,0.06,0.43,1742369361.684624
-1.16,0.49,0.18,1742369361.7858841
-0.67,0.37,0.24,1742369361.8881483
-0.61,0.31,0.24,1742369362.3992786
-1.28,0.61,0.06,1742369362.9112167
-0.55,0.24,0.24,1742369363.4236345
-0.06,0.18,0.12,1742369364.3451045
-0.55,0.49,0.24,1742369364.6540387
-0.43,0.31,0.37,1742369364.9589353
-0.24,0.31,0.37,1742369365.3702328
-0.43,-0.12,0.31,1742369365.880903
-0.18,0.06,0.37,1742369366.3929598
-0.12,0.18,0.37,1742369366.9048245
-0.73,0.24,0.24,1742369367.4169002
0.67,-0.31,0.61,1742369367.9289367
-0.18,0.0,0.31,1742369368.4414928
-0.73,0.12,0.24,1742369368.95398
-1.04,0.31,0.12,1742369369.4669907
-0.37,0.31,0.31,1742369369.979316
-0.31,0.12,0.31,1742369370.4889677
-0.31,0.43,0.37,1742369371.0004613
-0.24,0.12,0.43,1742369371.5132132
-0.49,0.31,0.31,1742369372.0249014
-0.31,0.31,0.43,1742369372.4346125
-0.43,0.18,0.24,1742369372.9479146
-0.73,0.24,0.18,1742369373.4585645
-0.31,0.18,0.37,1742369373.970426
-0.49,0.24,0.31,1742369374.4861505
-0.61,0.24,0.31,1742369374.994464
-0.12,0.31,0.43,1742369375.506262
-0.37,0.37,0.37,1742369376.0184052
-1.16,0.24,0.12,1742369376.5305998
0.06,0.0,0.43,1742369377.0424094
-0.31,0.24,0.37,1742369377.554309
-0.49,0.24,0.37,1742369378.067402
-0.67,0.18,0.24,1742369378.5796258
-0.55,0.31,0.31,1742369379.0903764
-0.18,0.37,0.43,1742369380.0131967
0.67,-0.55,0.61,1742369380.3200722
-0.61,0.12,0.18,1742369380.6267111
-0.37,0.37,0.49,1742369381.036021
-0.49,0.37,0.31,1742369381.550139
-0.24,0.18,0.37,1742369382.0598907
-0.49,0.31,0.31,1742369382.5721216
-0.43,-0.73,0.06,1742369383.0839386
-2.99,-2.26,-0.61,1742369383.596347
-0.98,-0.43,0.31,1742369384.108272
-10.74,-9.58,8.67,1742369384.6211367
0.43,2.69,1.65,1742369385.1567693
-27.04,0.61,-1.95,1742369385.6454074
6.84,-0.06,1.59,1742369386.1561816
0.18,0.18,0.43,1742369386.667975
0.85,0.43,0.61,1742369387.0792415
7.51,5.19,5.49,1742369387.5898473
1.34,-0.06,0.49,1742369388.1016834
-0.24,0.43,0.43,1742369388.613061
-0.98,0.49,0.31,1742369389.1252859
-0.37,-0.12,0.37,1742369389.6376092
-0.18,-0.06,0.55,1742369390.1495879
-0.18,0.31,0.43,1742369390.661671
-0.67,0.06,0.24,1742369391.1734557
-7.81,-0.06,0.24,1742369391.6870806
-0.49,0.31,0.37,1742369392.19849
-0.79,0.24,0.12,1742369392.7099323
-1.53,0.49,0.12,1742369393.2230103
-1.59,0.73,0.24,1742369393.7348065
-1.34,0.37,0.18,1742369394.145056
-0.43,0.12,0.37,1742369394.6569476
1.77,0.79,0.79,1742369395.6806226
-1.83,0.67,-0.12,1742369395.9863405
0.49,-0.12,0.55,1742369398.2411993
-0.37,0.49,0.43,1742369398.7512476
-0.61,0.18,0.24,1742369398.7881436
-0.24,0.31,0.37,1742369398.958659
-0.43,0.24,0.31,1742369399.0592375
-0.37,0.31,0.37,1742369399.0973186
-0.49,0.18,0.31,1742369399.2657647
-0.61,0.24,0.24,1742369399.775318
-0.49,0.24,0.31,1742369400.2882783
-0.12,0.31,0.43,1742369400.800543
-0.49,0.43,0.43,1742369401.3148236
-0.55,0.12,0.24,1742369401.8229876
-0.24,-0.18,0.18,1742369402.2329464
-0.06,0.24,0.37,1742369402.7460792
1.04,0.37,0.61,1742369403.2582366
0.31,0.18,0.55,1742369403.770284
-0.61,-0.06,0.12,1742369404.2821193
-0.85,0.43,0.18,1742369404.7942076
0.12,0.12,0.43,1742369405.3066363
0.0,0.43,0.43,1742369405.8168032
-0.18,0.55,0.43,1742369406.329038
-1.16,0.61,0.18,1742369406.8410113
-1.04,0.37,0.24,1742369407.3532107
1.4,0.18,0.73,1742369407.8655093
-1.53,0.43,0.12,1742369408.3770292
-0.37,0.06,0.24,1742369408.8925343
-0.55,0.37,0.37,1742369409.2996264
-0.18,0.31,0.43,1742369409.8105567
-0.98,-0.18,0.43,1742369410.3227792
-0.61,0.31,0.37,1742369411.3467817
-0.73,0.37,0.37,1742369411.382532
-0.85,0.24,0.24,1742369411.8585744
-0.79,-0.12,0.06,1742369412.3704565
-0.31,-0.06,0.24,1742369412.8827376
0.37,-0.24,0.37,1742369413.3970008
-0.43,0.24,0.24,1742369413.9061644
-0.37,0.24,0.31,1742369414.4189503
-0.49,0.24,0.31,1742369414.931077
-0.43,0.12,0.31,1742369415.442569
-0.43,0.18,0.31,1742369415.954651
-0.43,0.24,0.31,1742369416.3641758
-0.43,0.18,0.37,1742369416.877017
-0.55,0.24,0.24,1742369417.3913035
-0.24,0.24,0.37,1742369417.900735
-0.49,0.12,0.31,1742369418.4174411
-0.37,0.31,0.43,1742369418.9237788
-0.49,-0.06,0.18,1742369419.437529
-0.18,0.18,0.37,1742369419.9479327
-0.31,0.18,0.31,1742369420.46021
-0.49,0.24,0.31,1742369420.9720924
-0.31,0.18,0.31,1742369421.4843876
-0.24,0.24,0.37,1742369421.9984074
-0.49,0.24,0.31,1742369422.5096366
-0.49,0.18,0.24,1742369423.020173
-0.37,0.12,0.31,1742369423.4291663
-0.61,0.67,0.98,1742369423.9424145
-0.43,-0.31,0.79,1742369424.4539237
-0.49,0.18,0.31,1742369424.96583
-0.49,0.24,0.31,1742369425.477834
-0.37,0.31,0.31,1742369425.9923298
-0.37,0.18,0.24,1742369426.502929
-0.37,0.24,0.31,1742369427.013985
-0.55,0.24,0.24,1742369427.5255911
-0.61,0.18,0.31,1742369428.0378368
-0.31,0.24,0.31,1742369428.5504918
-0.49,0.24,0.31,1742369429.062023
-0.67,0.18,0.31,1742369429.5748718
-0.49,0.24,0.24,1742369430.087122
-0.24,0.24,0.43,1742369430.59915
-0.61,0.18,0.31,1742369431.0089154
-0.24,0.18,0.24,1742369431.5192437
-0.55,0.18,0.31,1742369432.0331068
-0.31,0.24,0.37,1742369432.5444613
-0.12,0.06,0.49,1742369433.0565522
-0.43,0.18,0.24,1742369433.5672126
-0.18,0.18,0.37,1742369434.0795832
-0.61,0.0,0.18,1742369434.5914261
-0.24,0.24,0.31,1742369435.1032267
-0.06,0.06,0.24,1742369435.6152973
-0.73,0.18,0.37,1742369436.1275823
-0.37,0.24,0.24,1742369436.6393356
-0.61,0.18,0.18,1742369437.1517088
-0.61,0.18,0.24,1742369437.6658516
-1.28,0.12,0.18,1742369439.61019
-0.43,0.06,0.43,1742369439.7119381
-0.37,0.24,0.31,1742369439.8161082
-0.24,0.24,0.24,1742369439.9188507
-0.49,0.37,0.31,1742369440.223386
-0.55,0.31,0.37,1742369440.6351542
-0.61,0.12,0.31,1742369441.1452086
-0.37,0.24,0.43,1742369441.6570072
-0.98,0.24,0.24,1742369442.1701276
-0.37,0.37,0.24,1742369442.682577
-0.06,0.18,0.37,1742369443.1940074
-0.37,0.18,0.31,1742369443.70502
-0.06,0.06,0.37,1742369444.934873
-0.18,0.18,0.37,1742369445.0392425
-0.55,0.31,0.24,1742369445.2424412
0.37,0.37,0.43,1742369445.7542787
-0.55,0.18,0.31,1742369446.16278
-0.43,0.18,0.24,1742369446.677956
-0.18,0.0,0.31,1742369447.188483
-0.43,0.31,0.37,1742369447.7011497
-0.31,0.12,0.31,1742369448.2118309
-0.12,0.24,0.24,1742369448.7217846
-0.43,0.18,0.24,1742369449.2356522
-0.85,0.06,0.37,1742369449.746661
-0.06,0.18,0.31,1742369450.2585568
-0.43,0.18,0.31,1742369450.7706888
-0.18,0.18,0.43,1742369451.2840354
-0.55,0.37,0.43,1742369451.7961621
-0.79,0.43,0.43,1742369452.306378
-0.49,0.18,0.31,1742369452.8193119
-0.37,0.24,0.31,1742369453.2294593
0.0,0.43,0.31,1742369453.7413971
-0.31,0.24,0.43,1742369454.252512
-0.18,0.18,0.31,1742369454.7639768
-0.43,0.31,0.31,1742369455.2775044
-0.79,0.37,0.43,1742369455.790389
-0.37,0.18,0.37,1742369456.299974
0.18,0.79,0.49,1742369456.812963
-0.61,0.18,0.24,1742369457.3241
-0.49,0.12,0.24,1742369457.8377008
-0.06,0.37,0.49,1742369458.347607
-0.43,0.24,0.31,1742369458.8618097
-0.43,0.24,0.24,1742369459.3739989
-0.61,0.24,0.31,1742369459.8855262
-0.55,0.18,0.31,1742369460.2939467
-0.85,0.18,0.24,1742369460.8059351
-0.61,0.24,0.31,1742369461.319389
-0.18,0.12,0.24,1742369461.8312101
-0.49,0.12,0.31,1742369462.3413773
-0.79,0.61,0.24,1742369462.8536077
-0.79,0.24,0.37,1742369463.3658853
-0.55,0.18,0.31,1742369463.879761
-0.61,0.24,0.24,1742369464.3897161
-0.49,0.18,0.31,1742369464.9018314
-0.67,-0.06,0.24,1742369465.414638
-0.31,0.12,0.37,1742369465.9260721
-0.31,0.18,0.31,1742369466.4380774
-0.43,0.67,0.49,1742369466.949986
-0.37,0.18,0.31,1742369467.3596907
-1.34,0.43,0.37,1742369467.87382
-0.67,0.24,0.31,1742369468.3835614
-0.12,0.24,0.24,1742369468.895123
-0.85,0.24,0.18,1742369469.4075406
-0.24,0.18,0.24,1742369469.919541
-0.24,0.18,0.31,1742369470.4323866
-0.55,0.24,0.24,1742369470.9434698
-0.67,0.06,0.18,1742369471.4566646
-0.61,0.24,0.24,1742369471.9674866
-0.67,0.24,0.18,1742369472.4797604
0.06,0.24,0.37,1742369472.9928353
-0.18,0.37,0.49,1742369473.505241
-0.12,0.06,0.43,1742369474.0172086
-0.37,0.24,0.43,1742369474.527836
0.0,0.12,0.43,1742369474.937393
-0.24,0.24,0.37,1742369475.4506214
-0.73,0.31,0.31,1742369475.9614236
-1.28,0.0,0.12,1742369476.4741948
0.18,0.79,0.73,1742369476.9869924
0.18,0.24,0.37,1742369477.4975412
0.0,0.12,0.37,1742369478.0091164
-0.06,0.24,0.31,1742369478.5208805
-0.67,0.06,0.31,1742369479.0327654
-0.12,-0.18,0.37,1742369479.5465136
-0.85,0.43,0.37,1742369480.0573015
-1.16,0.49,0.55,1742369480.5693097
-0.49,0.0,0.24,1742369481.0809731
-0.49,0.18,0.31,1742369483.2350385
-0.43,0.12,0.37,1742369483.334695
-0.61,0.12,0.31,1742369483.4404929
-1.1,0.06,0.24,1742369483.5395358
-1.04,0.0,0.18,1742369483.5758557
-0.24,0.31,0.31,1742369484.050463
-0.85,-1.34,-0.18,1742369484.5642555
-0.43,0.18,0.24,1742369485.0754313
-0.37,0.18,0.24,1742369485.5881197
-0.67,0.18,0.24,1742369486.0999029
-0.55,0.18,0.31,1742369486.6107695
-0.43,0.18,0.31,1742369487.1237638
-0.61,0.18,0.24,1742369487.6355002
-0.18,0.06,0.31,1742369488.1469421
-0.37,0.18,0.37,1742369488.6596832
-0.37,0.12,0.31,1742369489.170655
-0.37,0.24,0.31,1742369489.682558
-0.37,0.24,0.37,1742369490.0922277
-0.43,0.06,0.37,1742369490.6057982
-0.55,0.18,0.31,1742369491.1182451
-0.67,0.18,0.18,1742369491.6282656
-0.31,0.24,0.24,1742369492.140686
-0.24,0.24,0.37,1742369492.6530833
-0.73,0.18,0.24,1742369493.1767025
-0.37,0.06,0.31,1742369493.6755364
-0.24,0.31,0.43,1742369494.1903675
-0.49,0.18,0.31,1742369494.700177
-0.37,0.18,0.31,1742369495.2122002
-0.37,0.18,0.31,1742369495.7243948
-0.61,0.24,0.24,1742369496.2367995
-0.24,0.18,0.24,1742369496.7493691
-0.37,0.18,0.37,1742369497.1583223
-0.61,0.24,0.31,1742369497.669951
-0.37,0.18,0.31,1742369498.1812713
-0.55,0.24,0.31,1742369498.695678
-0.55,0.18,0.37,1742369499.2063558
-0.73,0.18,0.24,1742369499.7180727
-0.49,0.06,0.31,1742369500.232424
-0.24,0.24,0.37,1742369500.7455952
-0.85,0.12,0.24,1742369501.2550564
-0.37,0.18,0.31,1742369501.7668693
-0.55,0.18,0.18,1742369502.2779164
-0.92,0.06,0.18,1742369502.790867
-0.24,0.24,0.37,1742369503.303744
-0.43,0.49,0.61,1742369503.814064
-0.43,0.18,0.24,1742369504.2244163
-0.49,0.12,0.31,1742369504.7351663
-0.31,0.24,0.31,1742369505.657594
-0.55,0.18,0.31,1742369505.965714
-0.49,0.24,0.31,1742369506.990703
-0.37,0.18,0.31,1742369507.0916517
-0.85,0.12,0.24,1742369507.2969208
-0.67,0.24,0.24,1742369507.809494
-0.55,0.24,0.31,1742369508.3196335
-0.67,0.18,0.24,1742369508.8317783
-0.61,0.18,0.24,1742369509.344887
-0.67,0.24,0.31,1742369509.8560784
-0.37,0.18,0.31,1742369510.367986
-0.85,0.18,0.24,1742369512.8256514
-0.37,0.18,0.37,1742369513.3386633
-0.43,0.18,0.31,1742369513.441941
-0.92,0.18,0.24,1742369513.542542
-0.61,0.18,0.24,1742369513.6454976
-0.24,0.24,0.37,1742369513.7479036
-0.18,0.18,0.24,1742369513.8494427
-0.79,0.18,0.24,1742369514.3608673
-0.49,0.12,0.24,1742369514.874772
-0.79,0.18,0.24,1742369515.3857372
-0.79,0.37,0.18,1742369515.8979323
-0.18,0.24,0.43,1742369516.4092288
-0.55,0.24,0.31,1742369516.9214118
-0.73,0.12,0.18,1742369517.4332433
-0.24,0.24,0.37,1742369517.9466598
-0.85,0.18,0.24,1742369518.4574025
-0.55,0.37,0.31,1742369518.8672109
-0.37,0.18,0.24,1742369519.3798063
-0.55,0.18,0.31,1742369519.8925095
-0.73,0.0,0.18,1742369520.4030173
-0.61,-0.06,0.12,1742369521.3258264
-0.37,0.18,0.18,1742369522.6555672
-0.12,0.24,0.24,1742369522.6935098
-0.24,0.31,0.49,1742369522.7940795
-1.22,0.49,0.18,1742369522.966603
-0.18,0.43,0.31,1742369523.4765356
-1.46,0.24,0.31,1742369523.9901154
-0.31,0.55,0.49,1742369524.499412
-0.18,0.55,0.49,1742369525.0109599
-0.67,0.24,0.31,1742369525.5230799
-0.12,0.37,0.49,1742369525.9355092
-0.37,0.31,0.37,1742369526.4449935
-0.49,0.24,0.24,1742369526.9590528
0.18,0.12,0.49,1742369527.4684842
-0.61,0.49,0.31,1742369527.9819024
